

Run Date,Action,Symbol,Description,Type,Quantity,Price ($),Commission ($),Fees ($),Accrued Interest ($),Amount ($),Cash Balance ($),Settlement Date
03/21/2023,"YOU BOUGHT DROPBOX, INC. CLASS A COMMON STOCK (DBX) (Cash)",DBX,"DROPBOX, INC. CLASS A COMMON STOCK",Cash,15,20.59,,,,-308.85,4249.17,03/23/2023
03/21/2023,"YOU BOUGHT AMAZON.COM INC (AMZN) (Cash)",AMZN,"AMAZON.COM INC",Cash,5,98.18,,,,-490.9,4558.02,03/23/2023
03/09/2023,"YOU BOUGHT SPDR SER TR S&P 600 SML CAP *EXCHANG... (78464A813) (Cash)",78464A813,"SPDR SER TR S&P 600 SML CAP *EXCHANGED ",Cash,8,86,,,,-688,3548.92,03/13/2023
03/06/2023,"YOU BOUGHT PERIODIC INVESTMENT FIDELITY TOTAL MARKET INDEX FUND (FSKAX) (Cash)",FSKAX,"FIDELITY TOTAL MARKET INDEX FUND",Cash,0.443,112.75,,,,-50,4236.92,03/07/2023
02/28/2023,"YOU BOUGHT PAYPAL HLDGS INC COM (PYPL) (Cash)",PYPL,"PAYPAL HLDGS INC COM",Cash,1,73.45,,,,-73.45,4273.57,03/02/2023
02/28/2023,"YOU BOUGHT PAYPAL HLDGS INC COM (PYPL) (Cash)",PYPL,"PAYPAL HLDGS INC COM",Cash,0.5,73.45,,,,-36.73,4347.02,03/02/2023
02/27/2023,"YOU BOUGHT META PLATFORMS INC CLASS A COMMON STOCK (META) (Cash)",META,"META PLATFORMS INC CLASS A COMMON STOCK",Cash,2,172,,,,-344,4383.75,03/01/2023
02/27/2023,"YOU BOUGHT DROPBOX, INC. CLASS A COMMON STOCK (DBX) (Cash)",DBX,"DROPBOX, INC. CLASS A COMMON STOCK",Cash,12,20.7,,,,-248.4,4727.75,03/01/2023
02/27/2023,"YOU BOUGHT AMAZON.COM INC (AMZN) (Cash)",AMZN,"AMAZON.COM INC",Cash,8,94,,,,-752,4976.15,03/01/2023
02/27/2023,"YOU BOUGHT ADOBE INC COM (ADBE) (Cash)",ADBE,"ADOBE INC COM",Cash,4,322,,,,-1288,5728.15,03/01/2023
02/07/2023,"YOU BOUGHT SEMLER SCIENTIFIC INC COM USD0.001 (SMLR) (Cash)",SMLR,"SEMLER SCIENTIFIC INC COM USD0.001",Cash,2,23,,,,-46,6949.65,02/09/2023
02/07/2023,"YOU BOUGHT AMAZON.COM INC (AMZN) (Cash)",AMZN,"AMAZON.COM INC",Cash,4,98.72,,,,-394.88,6995.65,02/09/2023
02/06/2023,"YOU BOUGHT PERIODIC INVESTMENT FIDELITY TOTAL MARKET INDEX FUND (FSKAX) (Cash)",FSKAX,"FIDELITY TOTAL MARKET INDEX FUND",Cash,0.437,114.44,,,,-50,682.31,02/07/2023
01/19/2023,"YOU BOUGHT SLEEP NUMBER CORP COM (SNBR) (Cash)",SNBR,"SLEEP NUMBER CORP COM",Cash,2,32.6,,,,-65.2,729.97,01/23/2023
01/19/2023,"YOU BOUGHT OLAPLEX HLDGS INC COM (OLPX) (Cash)",OLPX,"OLAPLEX HLDGS INC COM",Cash,5,5.92,,,,-29.58,795.17,01/23/2023
01/19/2023,"YOU BOUGHT CORSAIR GAMING INC COM (CRSR) (Cash)",CRSR,"CORSAIR GAMING INC COM",Cash,4,14.27,,,,-57.07,824.75,01/23/2023
01/19/2023,"YOU BOUGHT AMAZON.COM INC (AMZN) (Cash)",AMZN,"AMAZON.COM INC",Cash,1,93.98,,,,-93.98,881.82,01/23/2023
01/19/2023,"YOU BOUGHT AMAZON.COM INC (AMZN) (Cash)",AMZN,"AMAZON.COM INC",Cash,0.5,93.98,,,,-46.99,975.80,01/23/2023
01/19/2023,"YOU BOUGHT ALPHABET INC CAP STK CL A (GOOGL) (Cash)",GOOGL,"ALPHABET INC CAP STK CL A",Cash,1,92.99,,,,-92.99,1022.79,01/23/2023
01/11/2023,"YOU BOUGHT FIRST TR EXCHANGE TRADED FD DOW JONE... (FDN) (Cash)",FDN,"FIRST TR EXCHANGE TRADED FD DOW JONES I",Cash,0.5,129.84,,,,-64.92,1115.78,01/13/2023
01/11/2023,"YOU BOUGHT AMAZON.COM INC (AMZN) (Cash)",AMZN,"AMAZON.COM INC",Cash,0.5,94.96,,,,-47.48,1180.70,01/13/2023
01/11/2023,"YOU BOUGHT ALPHABET INC CAP STK CL A (GOOGL) (Cash)",GOOGL,"ALPHABET INC CAP STK CL A",Cash,0.5,91.33,,,,-45.67,1228.18,01/13/2023
01/04/2023,"YOU BOUGHT PERIODIC INVESTMENT FIDELITY TOTAL MARKET INDEX FUND (FSKAX) (Cash)",FSKAX,"FIDELITY TOTAL MARKET INDEX FUND",Cash,0.47,106.45,,,,-50,773.85,01/05/2023



"The data and information in this spreadsheet is provided to you solely for your use and is not for distribution. The spreadsheet is provided for"
"informational purposes only, and is not intended to provide advice, nor should it be construed as an offer to sell, a solicitation of an offer to buy or a"
"recommendation for any security or insurance product by Fidelity or any third party. Data and information shown is based on information known to Fidelity as of the date it was"
"exported and is subject to change. It should not be used in place of your account statements or trade confirmations and is not intended for tax reporting"
"purposes. For more information on the data included in this spreadsheet, including any limitations thereof, go to Fidelity.com."

"Brokerage services are provided by Fidelity Brokerage Services LLC (FBS), 900 Salem Street, Smithfield, RI 02917. Custody and other services provided by National"
"Financial Services LLC (NFS). Both are Fidelity Investment companies and members SIPC, NYSE. Insurance products at Fidelity are distributed by"
"Fidelity Insurance Agency, Inc., and, for certain products, by Fidelity Brokerage Services, Member NYSE, SIPC."

Date downloaded 10/18/2025 4:58 pm
